State,year_month,pdsi
NC,2000-05,-1.34
NC,2000-06,-1.3
NC,2000-07,-1.32
NC,2000-08,-1.23
NC,2000-09,0.72
NC,2000-10,-0.94
NC,2000-11,-0.89
NC,2000-12,-1.27
NC,2001-01,-1.83
NC,2001-02,-2.16
NC,2001-03,-1.47
NC,2001-04,-2.19
NC,2001-05,-2.39
NC,2001-06,-1.57
NC,2001-07,-1.28
NC,2001-08,-1.43
NC,2001-09,-1.57
NC,2001-10,-2.13
NC,2001-11,-3.07
NC,2001-12,-3.87
NC,2002-01,-3.07
NC,2002-02,-3.65
NC,2002-03,-3.21
NC,2002-04,-3.82
NC,2002-05,-4.03
NC,2002-06,-4.38
NC,2002-07,-4.75
NC,2002-08,-4.73
NC,2002-09,-4.46
NC,2002-10,0.42
NC,2002-11,0.93
NC,2002-12,1.31
NC,2003-01,0.61
NC,2003-02,1.11
NC,2003-03,1.52
NC,2003-04,2.63
NC,2003-05,3.8
NC,2003-06,4.05
NC,2003-07,4.55
NC,2003-08,4.6
NC,2003-09,4.84
NC,2003-10,4.73
NC,2003-11,-0.25
NC,2003-12,0.31
NC,2004-01,-0.84
NC,2004-02,-0.68
NC,2004-03,-1.67
NC,2004-04,-1.74
NC,2004-05,-1.85
NC,2004-06,0.39
NC,2004-07,0.25
NC,2004-08,1.2
NC,2004-09,2.54
NC,2004-10,-0.36
NC,2004-11,-0.05
NC,2004-12,-0.32
NC,2005-01,-0.84
NC,2005-02,-1.21
NC,2005-03,-0.03
NC,2005-04,-0.07
NC,2005-05,0.03
NC,2005-06,0.42
NC,2005-07,0.62
NC,2005-08,-0.34
NC,2005-09,-1.15
NC,2005-10,0.58
NC,2005-11,0.73
NC,2005-12,1.08
NC,2006-01,-0.36
NC,2006-02,-1.1
NC,2006-03,-2.16
NC,2006-04,-2.05
NC,2006-05,-2.0
NC,2006-06,1.46
NC,2006-07,1.01
NC,2006-08,0.69
NC,2006-09,1.49
NC,2006-10,1.86
NC,2006-11,3.1
NC,2006-12,-0.18
NC,2007-01,-0.33
NC,2007-02,-0.83
NC,2007-03,-1.49
NC,2007-04,-1.4
NC,2007-05,-2.12
NC,2007-06,-2.27
NC,2007-07,-2.87
NC,2007-08,-4.28
NC,2007-09,-5.04
NC,2007-10,-4.84
NC,2007-11,-5.58
NC,2007-12,-5.45
NC,2008-01,-5.66
NC,2008-02,-5.12
NC,2008-03,-4.83
NC,2008-04,-3.74
NC,2008-05,-3.67
NC,2008-06,-4.34
NC,2008-07,-4.35
NC,2008-08,-3.91
NC,2008-09,-3.26
NC,2008-10,-3.34
NC,2008-11,-2.91
NC,2008-12,-2.52
NC,2009-01,-2.61
NC,2009-02,-3.18
NC,2009-03,0.44
NC,2009-04,-0.46
NC,2009-05,0.7
NC,2009-06,0.64
NC,2009-07,-0.36
NC,2009-08,-0.52
NC,2009-09,-0.44
NC,2009-10,-0.52
NC,2009-11,1.31
NC,2009-12,2.64
NC,2010-01,2.91
NC,2010-02,2.71
NC,2010-03,-0.1
NC,2010-04,-1.1
NC,2010-05,-1.12
NC,2010-06,-1.62
NC,2010-07,-2.4
NC,2010-08,-2.87
NC,2010-09,-1.79
NC,2010-10,-1.79
NC,2010-11,-2.21
NC,2010-12,-2.1
NC,2011-01,-2.54
NC,2011-02,-2.86
NC,2011-03,-2.24
NC,2011-04,-2.14
NC,2011-05,-2.33
NC,2011-06,-2.79
NC,2011-07,-3.46
NC,2011-08,-2.94
NC,2011-09,-2.4
NC,2011-10,-2.24
NC,2011-11,-1.64
NC,2011-12,-1.99
NC,2012-01,-2.25
NC,2012-02,-2.74
NC,2012-03,-2.96
NC,2012-04,-2.84
NC,2012-05,0.72
NC,2012-06,-0.46
NC,2012-07,-0.58
NC,2012-08,-0.33
NC,2012-09,-0.18
NC,2012-10,-0.08
NC,2012-11,-0.73
NC,2012-12,0.21
NC,2013-01,0.45
NC,2013-02,0.53
NC,2013-03,0.02
NC,2013-04,0.48
NC,2013-05,0.51
NC,2013-06,2.42
NC,2013-07,3.31
NC,2013-08,3.1
NC,2013-09,2.51
NC,2013-10,1.9
NC,2013-11,1.86
NC,2013-12,2.44
NC,2014-01,2.07
NC,2014-02,1.57
NC,2014-03,1.68
NC,2014-04,2.04
NC,2014-05,-0.27
NC,2014-06,-0.37
NC,2014-07,-0.43
NC,2014-08,0.06
NC,2014-09,0.44
NC,2014-10,0.32
NC,2014-11,0.73
NC,2014-12,0.7
NC,2015-01,0.71
NC,2015-02,0.65
NC,2015-03,-0.41
NC,2015-04,-0.11
NC,2015-05,-0.78
NC,2015-06,-0.65
NC,2015-07,-1.22
NC,2015-08,-1.72
NC,2015-09,0.09
NC,2015-10,1.3
NC,2015-11,2.66
NC,2015-12,3.52
ND,1992-01,-1.5
ND,1992-02,-1.56
ND,1992-03,-1.62
ND,1992-04,-1.76
ND,1992-05,-2.24
ND,1992-06,-2.46
ND,1992-07,-2.15
ND,1992-08,-1.94
ND,1992-09,-1.89
ND,1992-10,-2.32
ND,1992-11,-1.62
ND,1992-12,-1.45
ND,1993-01,-1.36
ND,1993-02,-1.5
ND,1993-03,-1.6
ND,1993-04,-1.79
ND,1993-05,0.24
ND,1993-06,1.63
ND,1993-07,5.84
ND,1993-08,6.76
ND,1993-09,5.95
ND,1993-10,5.06
ND,1993-11,5.27
ND,1993-12,5.22
ND,1994-01,5.33
ND,1994-02,5.23
ND,1994-03,4.95
ND,1994-04,4.63
ND,1994-05,4.07
ND,1994-06,4.17
ND,1994-07,4.66
ND,1994-08,4.23
ND,1994-09,4.12
ND,1994-10,6.22
ND,1994-11,6.37
ND,1994-12,5.92
ND,1995-01,5.71
ND,1995-02,5.42
ND,1995-03,6.15
ND,1995-04,5.95
ND,1995-05,6.49
ND,1995-06,5.38
ND,1995-07,6.8
ND,1995-08,6.76
ND,1995-09,5.97
ND,1995-10,6.04
ND,1995-11,5.82
ND,1995-12,5.5
ND,1996-01,5.53
ND,1996-02,5.23
ND,1996-03,5.28
ND,1996-04,4.77
ND,1996-05,4.92
ND,1996-06,4.3
ND,1996-07,4.86
ND,1996-08,4.01
ND,1996-09,4.41
ND,1996-10,4.2
ND,1996-11,4.71
ND,1996-12,4.85
ND,1997-01,5.03
ND,1997-02,4.59
ND,1997-03,4.55
ND,1997-04,5.15
ND,1997-05,4.15
ND,1997-06,3.18
ND,1997-07,4.32
ND,1997-08,3.69
ND,1997-09,2.87
ND,1997-10,3.06
ND,1997-11,2.55
ND,1997-12,1.91
ND,1998-01,1.59
ND,1998-02,2.72
ND,1998-03,-0.19
ND,1998-04,-0.84
ND,1998-05,-1.14
ND,1998-06,-0.39
ND,1998-07,-0.66
ND,1998-08,-0.16
ND,1998-09,-0.9
ND,1998-10,2.26
ND,1998-11,2.9
ND,1998-12,2.67
ND,1999-01,3.17
ND,1999-02,3.1
ND,1999-03,3.06
ND,1999-04,2.86
ND,1999-05,4.83
ND,1999-06,4.64
ND,1999-07,5.22
ND,1999-08,6.14
ND,1999-09,6.52
ND,1999-10,5.5
ND,1999-11,4.17
ND,1999-12,3.57
ND,2000-01,3.0
ND,2000-02,3.42
ND,2000-03,2.95
ND,2000-04,2.63
ND,2000-05,2.46
ND,2000-06,2.94
ND,2000-07,3.34
ND,2000-08,3.45
ND,2000-09,3.0
ND,2000-10,3.09
ND,2000-11,4.63
ND,2000-12,4.35
ND,2001-01,3.84
ND,2001-02,3.57
ND,2001-03,2.93
ND,2001-04,2.93
ND,2001-05,2.45
ND,2001-06,2.88
ND,2001-07,4.38
ND,2001-08,-0.51
ND,2001-09,-0.85
ND,2001-10,-0.73
ND,2001-11,-1.37
ND,2001-12,-1.44
ND,2002-01,-1.59
ND,2002-02,-1.88
ND,2002-03,-2.07
ND,2002-04,-1.96
ND,2002-05,-2.09
ND,2002-06,-2.27
ND,2002-07,-2.2
ND,2002-08,-1.46
ND,2002-09,-1.92
ND,2002-10,-1.4
ND,2002-11,-1.7
ND,2002-12,-1.38
ND,2003-01,-1.48
ND,2003-02,-1.65
ND,2003-03,-1.53
ND,2003-04,-1.98
ND,2003-05,1.13
ND,2003-06,1.05
ND,2003-07,-0.56
ND,2003-08,-1.58
ND,2003-09,-1.38
ND,2003-10,-1.85
ND,2003-11,-1.84
ND,2003-12,0.1
ND,2004-01,0.3
ND,2004-02,0.1
ND,2004-03,0.73
ND,2004-04,0.01
ND,2004-05,1.32
ND,2004-06,0.9
ND,2004-07,1.06
ND,2004-08,1.22
ND,2004-09,1.74
ND,2004-10,2.2
ND,2004-11,-0.46
ND,2004-12,-0.37
ND,2005-01,-0.17
ND,2005-02,-0.47
ND,2005-03,-0.6
ND,2005-04,-1.57
ND,2005-05,0.84
ND,2005-06,2.99
ND,2005-07,3.17
ND,2005-08,3.38
ND,2005-09,2.48
ND,2005-10,2.6
ND,2005-11,2.99
ND,2005-12,2.98
ND,2006-01,2.55
ND,2006-02,2.28
ND,2006-03,2.35
ND,2006-04,-0.25
ND,2006-05,-0.61
ND,2006-06,-1.85
ND,2006-07,-3.16
ND,2006-08,-2.98
ND,2006-09,-2.41
ND,2006-10,-2.02
ND,2006-11,-2.28
ND,2006-12,-1.9
ND,2007-01,-2.21
ND,2007-02,0.09
ND,2007-03,0.65
ND,2007-04,0.32
ND,2007-05,2.25
ND,2007-06,2.38
ND,2007-07,-0.12
ND,2007-08,-0.13
ND,2007-09,-0.43
ND,2007-10,-0.6
ND,2007-11,-0.97
ND,2007-12,-1.05
ND,2008-01,-1.49
ND,2008-02,-1.5
ND,2008-03,-1.95
ND,2008-04,-2.41
ND,2008-05,-2.58
ND,2008-06,-2.04
ND,2008-07,-2.41
ND,2008-08,-2.47
ND,2008-09,0.65
ND,2008-10,1.7
ND,2008-11,2.47
ND,2008-12,3.3
ND,2009-01,3.36
ND,2009-02,3.95
ND,2009-03,4.87
ND,2009-04,4.73
ND,2009-05,4.41
ND,2009-06,4.28
ND,2009-07,4.49
ND,2009-08,4.43
ND,2009-09,4.02
ND,2009-10,5.36
ND,2009-11,4.24
ND,2009-12,4.74
ND,2010-01,4.87
ND,2010-02,4.82
ND,2010-03,4.85
ND,2010-04,4.47
ND,2010-05,5.66
ND,2010-06,5.75
ND,2010-07,6.28
ND,2010-08,6.41
ND,2010-09,7.82
ND,2010-10,7.33
ND,2010-11,6.88
ND,2010-12,7.34
ND,2011-01,7.49
ND,2011-02,7.0
ND,2011-03,7.22
ND,2011-04,7.39
ND,2011-05,8.42
ND,2011-06,8.44
ND,2011-07,9.38
ND,2011-08,9.49
ND,2011-09,8.7
ND,2011-10,-0.02
ND,2011-11,-0.31
ND,2011-12,-0.36
ND,2012-01,-0.43
ND,2012-02,-0.24
ND,2012-03,-1.17
ND,2012-04,-1.05
ND,2012-05,-1.15
ND,2012-06,-1.83
ND,2012-07,-2.43
ND,2012-08,-2.9
ND,2012-09,-3.85
ND,2012-10,0.85
ND,2012-11,0.89
ND,2012-12,0.8
ND,2013-01,0.55
ND,2013-02,0.59
ND,2013-03,0.77
ND,2013-04,1.02
ND,2013-05,3.33
ND,2013-06,3.7
ND,2013-07,4.07
ND,2013-08,3.76
ND,2013-09,4.14
ND,2013-10,5.97
ND,2013-11,5.3
ND,2013-12,5.53
ND,2014-01,5.24
ND,2014-02,4.76
ND,2014-03,4.48
ND,2014-04,5.05
ND,2014-05,5.01
ND,2014-06,5.9
ND,2014-07,5.67
ND,2014-08,7.38
ND,2014-09,0.04
ND,2014-10,-0.35
ND,2014-11,-0.29
ND,2014-12,-0.48
ND,2015-01,-0.35
ND,2015-02,-0.25
ND,2015-03,-0.48
ND,2015-04,-1.18
ND,2015-05,1.22
ND,2015-06,1.28
ND,2015-07,1.39
ND,2015-08,-0.34
ND,2015-09,-0.59
ND,2015-10,-0.52
ND,2015-11,-0.61
ND,2015-12,-0.47
NE,1992-01,1.06
NE,1992-02,0.99
NE,1992-03,1.39
NE,1992-04,-0.71
NE,1992-05,-1.56
NE,1992-06,0.28
NE,1992-07,1.84
NE,1992-08,2.96
NE,1992-09,2.64
NE,1992-10,2.84
NE,1992-11,2.94
NE,1992-12,2.79
NE,1993-01,2.97
NE,1993-02,3.39
NE,1993-03,3.36
NE,1993-04,3.79
NE,1993-05,3.75
NE,1993-06,4.57
NE,1993-07,7.38
NE,1993-08,8.12
NE,1993-09,8.23
NE,1993-10,8.06
NE,1993-11,7.91
NE,1993-12,7.48
NE,1994-01,7.26
NE,1994-02,7.01
NE,1994-03,5.81
NE,1994-04,5.47
NE,1994-05,3.97
NE,1994-06,3.58
NE,1994-07,4.63
NE,1994-08,4.26
NE,1994-09,3.69
NE,1994-10,3.94
NE,1994-11,3.86
NE,1994-12,3.81
NE,1995-01,3.47
NE,1995-02,2.98
NE,1995-03,3.11
NE,1995-04,3.83
NE,1995-05,5.77
NE,1995-06,5.19
NE,1995-07,4.81
NE,1995-08,4.09
NE,1995-09,4.06
NE,1995-10,4.13
NE,1995-11,3.54
NE,1995-12,2.85
NE,1996-01,2.82
NE,1996-02,2.06
NE,1996-03,1.48
NE,1996-04,0.88
NE,1996-05,2.14
NE,1996-06,1.64
NE,1996-07,1.96
NE,1996-08,2.79
NE,1996-09,3.68
NE,1996-10,3.23
NE,1996-11,3.86
NE,1996-12,3.4
NE,1997-01,3.02
NE,1997-02,3.03
NE,1997-03,2.11
NE,1997-04,2.4
NE,1997-05,2.26
NE,1997-06,1.96
NE,1997-07,2.07
NE,1997-08,2.25
NE,1997-09,2.36
NE,1997-10,3.32
NE,1997-11,3.01
NE,1997-12,2.76
NE,1998-01,2.45
NE,1998-02,2.21
NE,1998-03,2.75
NE,1998-04,2.78
NE,1998-05,2.33
NE,1998-06,2.99
NE,1998-07,3.89
NE,1998-08,4.12
NE,1998-09,3.07
NE,1998-10,3.88
NE,1998-11,4.4
NE,1998-12,3.86
NE,1999-01,3.5
NE,1999-02,3.07
NE,1999-03,2.52
NE,1999-04,3.65
NE,1999-05,3.74
NE,1999-06,4.46
NE,1999-07,4.25
NE,1999-08,4.5
NE,1999-09,0.03
NE,1999-10,-0.67
NE,1999-11,-1.24
NE,1999-12,-1.4
NE,2000-01,-1.48
NE,2000-02,-1.21
NE,2000-03,-1.36
NE,2000-04,-1.55
NE,2000-05,-2.02
NE,2000-06,-2.41
NE,2000-07,-2.23
NE,2000-08,-3.23
NE,2000-09,-3.47
NE,2000-10,0.53
NE,2000-11,0.93
NE,2000-12,0.64
NE,2001-01,0.92
NE,2001-02,1.12
NE,2001-03,0.62
NE,2001-04,1.31
NE,2001-05,1.68
NE,2001-06,-0.63
NE,2001-07,0.58
NE,2001-08,0.35
NE,2001-09,0.69
NE,2001-10,0.51
NE,2001-11,0.68
NE,2001-12,-0.41
NE,2002-01,-0.64
NE,2002-02,-0.93
NE,2002-03,-1.17
NE,2002-04,-1.7
NE,2002-05,-2.09
NE,2002-06,-3.53
NE,2002-07,-4.87
NE,2002-08,-4.31
NE,2002-09,-4.53
NE,2002-10,-2.99
NE,2002-11,-3.2
NE,2002-12,-3.4
NE,2003-01,-3.32
NE,2003-02,-3.12
NE,2003-03,-3.29
NE,2003-04,-2.76
NE,2003-05,-2.64
NE,2003-06,-2.02
NE,2003-07,-2.69
NE,2003-08,-3.52
NE,2003-09,-3.14
NE,2003-10,-3.42
NE,2003-11,-3.05
NE,2003-12,-3.06
NE,2004-01,-2.89
NE,2004-02,-2.66
NE,2004-03,-2.62
NE,2004-04,-2.94
NE,2004-05,-3.08
NE,2004-06,-3.16
NE,2004-07,-2.39
NE,2004-08,-2.78
NE,2004-09,0.56
NE,2004-10,0.35
NE,2004-11,0.61
NE,2004-12,-0.47
NE,2005-01,-0.48
NE,2005-02,-0.49
NE,2005-03,-0.67
NE,2005-04,0.35
NE,2005-05,0.29
NE,2005-06,1.03
NE,2005-07,-0.35
NE,2005-08,-0.01
NE,2005-09,-0.79
NE,2005-10,-0.63
NE,2005-11,-0.68
NE,2005-12,-0.87
NE,2006-01,-1.27
NE,2006-02,-1.6
NE,2006-03,-1.28
NE,2006-04,-1.62
NE,2006-05,-2.97
NE,2006-06,-3.43
NE,2006-07,-4.28
NE,2006-08,0.32
NE,2006-09,1.12
NE,2006-10,1.06
NE,2006-11,0.43
NE,2006-12,1.46
NE,2007-01,1.33
NE,2007-02,1.43
NE,2007-03,1.28
NE,2007-04,2.17
NE,2007-05,2.82
NE,2007-06,2.28
NE,2007-07,2.13
NE,2007-08,2.92
NE,2007-09,2.49
NE,2007-10,3.34
NE,2007-11,2.47
NE,2007-12,2.97
NE,2008-01,2.49
NE,2008-02,2.14
NE,2008-03,1.6
NE,2008-04,2.09
NE,2008-05,3.41
NE,2008-06,3.56
NE,2008-07,3.85
NE,2008-08,3.7
NE,2008-09,3.86
NE,2008-10,5.67
NE,2008-11,5.3
NE,2008-12,5.05
NE,2009-01,4.8
NE,2009-02,4.77
NE,2009-03,4.3
NE,2009-04,4.69
NE,2009-05,3.86
NE,2009-06,4.64
NE,2009-07,4.94
NE,2009-08,5.77
NE,2009-09,5.24
NE,2009-10,6.8
NE,2009-11,5.92
NE,2009-12,6.19
NE,2010-01,5.85
NE,2010-02,5.81
NE,2010-03,5.79
NE,2010-04,5.83
NE,2010-05,5.47
NE,2010-06,6.92
NE,2010-07,7.39
NE,2010-08,7.37
NE,2010-09,6.81
NE,2010-10,5.9
NE,2010-11,5.27
NE,2010-12,4.65
NE,2011-01,4.63
NE,2011-02,4.31
NE,2011-03,3.69
NE,2011-04,3.82
NE,2011-05,4.79
NE,2011-06,4.68
NE,2011-07,5.1
NE,2011-08,5.52
NE,2011-09,-0.41
NE,2011-10,0.44
NE,2011-11,-0.22
NE,2011-12,-0.13
NE,2012-01,-0.37
NE,2012-02,0.64
NE,2012-03,-1.29
NE,2012-04,-1.1
NE,2012-05,-2.01
NE,2012-06,-3.28
NE,2012-07,-4.77
NE,2012-08,-5.7
NE,2012-09,-6.33
NE,2012-10,-5.95
NE,2012-11,-6.06
NE,2012-12,-5.57
NE,2013-01,-5.41
NE,2013-02,-4.98
NE,2013-03,-5.06
NE,2013-04,-4.24
NE,2013-05,-3.28
NE,2013-06,-3.6
NE,2013-07,-3.71
NE,2013-08,-3.29
NE,2013-09,-3.13
NE,2013-10,-1.76
NE,2013-11,-1.54
NE,2013-12,-1.63
NE,2014-01,-1.72
NE,2014-02,-1.55
NE,2014-03,-1.95
NE,2014-04,-1.99
NE,2014-05,-2.3
NE,2014-06,1.66
NE,2014-07,1.28
NE,2014-08,2.6
NE,2014-09,2.76
NE,2014-10,2.53
NE,2014-11,2.12
NE,2014-12,2.44
NE,2015-01,2.04
NE,2015-02,1.98
NE,2015-03,0.81
NE,2015-04,0.76
NE,2015-05,2.05
NE,2015-06,2.51
NE,2015-07,3.09
NE,2015-08,3.5
NE,2015-09,3.44
NE,2015-10,3.18
NE,2015-11,3.64
NE,2015-12,4.34
NH,1992-01,-0.35
NH,1992-02,-0.7
NH,1992-03,-0.36
NH,1992-04,-0.74
NH,1992-05,-1.44
NH,1992-06,-1.37
NH,1992-07,0.34
NH,1992-08,0.53
NH,1992-09,0.52
NH,1992-10,0.41
NH,1992-11,0.66
NH,1992-12,-0.47
NH,1993-01,-0.7
NH,1993-02,0.05
NH,1993-03,0.45
NH,1993-04,0.57
NH,1993-05,-0.95
NH,1993-06,-1.26
NH,1993-07,-1.47
NH,1993-08,-1.76
NH,1993-09,0.19
NH,1993-10,0.18
NH,1993-11,0.14
NH,1993-12,0.33
NH,1994-01,0.88
NH,1994-02,0.04
NH,1994-03,0.7
NH,1994-04,0.48
NH,1994-05,0.73
NH,1994-06,0.27
NH,1994-07,0.33
NH,1994-08,0.4
NH,1994-09,0.83
NH,1994-10,-0.88
NH,1994-11,-1.36
NH,1994-12,-1.1
NH,1995-01,-0.79
NH,1995-02,-0.86
NH,1995-03,-1.12
NH,1995-04,-1.6
NH,1995-05,-1.66
NH,1995-06,-2.51
NH,1995-07,-2.28
NH,1995-08,-2.72
NH,1995-09,-2.91
NH,1995-10,1.72
NH,1995-11,2.24
NH,1995-12,1.76
NH,1996-01,2.42
NH,1996-02,2.37
NH,1996-03,1.61
NH,1996-04,3.06
NH,1996-05,3.47
NH,1996-06,2.98
NH,1996-07,4.44
NH,1996-08,2.89
NH,1996-09,2.45
NH,1996-10,3.88
NH,1996-11,3.14
NH,1996-12,3.96
NH,1997-01,3.67
NH,1997-02,3.03
NH,1997-03,3.06
NH,1997-04,3.18
NH,1997-05,2.85
NH,1997-06,1.88
NH,1997-07,2.04
NH,1997-08,2.45
NH,1997-09,1.84
NH,1997-10,1.01
NH,1997-11,1.67
NH,1997-12,1.12
NH,1998-01,1.82
NH,1998-02,1.83
NH,1998-03,1.86
NH,1998-04,-0.66
NH,1998-05,-0.99
NH,1998-06,2.59
NH,1998-07,-0.07
NH,1998-08,-0.31
NH,1998-09,-0.76
NH,1998-10,-0.53
NH,1998-11,-0.89
NH,1998-12,-1.62
NH,1999-01,1.25
NH,1999-02,0.63
NH,1999-03,1.29
NH,1999-04,-1.43
NH,1999-05,-1.49
NH,1999-06,-2.05
NH,1999-07,-2.13
NH,1999-08,-2.34
NH,1999-09,1.91
NH,1999-10,2.15
NH,1999-11,-0.56
NH,1999-12,-1.25
NH,2000-01,0.23
NH,2000-02,0.52
NH,2000-03,0.43
NH,2000-04,1.68
NH,2000-05,1.83
NH,2000-06,1.63
NH,2000-07,2.19
NH,2000-08,-0.06
NH,2000-09,-0.16
NH,2000-10,-0.3
NH,2000-11,-0.41
NH,2000-12,-0.01
NH,2001-01,-0.71
NH,2001-02,0.14
NH,2001-03,1.28
NH,2001-04,-1.19
NH,2001-05,-1.89
NH,2001-06,-1.59
NH,2001-07,-1.46
NH,2001-08,-2.4
NH,2001-09,-2.24
NH,2001-10,-2.93
NH,2001-11,-3.89
NH,2001-12,-4.11
NH,2002-01,-3.97
NH,2002-02,-3.5
NH,2002-03,-2.92
NH,2002-04,-2.37
NH,2002-05,-1.69
NH,2002-06,-0.56
NH,2002-07,-1.27
NH,2002-08,-2.2
NH,2002-09,-2.37
NH,2002-10,-2.26
NH,2002-11,-1.84
NH,2002-12,-1.72
NH,2003-01,-1.94
NH,2003-02,-1.85
NH,2003-03,-1.76
NH,2003-04,-1.76
NH,2003-05,-1.28
NH,2003-06,-1.59
NH,2003-07,-1.81
NH,2003-08,0.85
NH,2003-09,1.39
NH,2003-10,2.56
NH,2003-11,2.1
NH,2003-12,3.15
NH,2004-01,-0.96
NH,2004-02,-1.69
NH,2004-03,-2.25
NH,2004-04,0.85
NH,2004-05,1.25
NH,2004-06,0.67
NH,2004-07,0.98
NH,2004-08,1.83
NH,2004-09,2.12
NH,2004-10,1.45
NH,2004-11,1.3
NH,2004-12,1.45
NH,2005-01,1.23
NH,2005-02,1.02
NH,2005-03,1.16
NH,2005-04,1.81
NH,2005-05,2.33
NH,2005-06,2.49
NH,2005-07,2.26
NH,2005-08,2.12
NH,2005-09,1.67
NH,2005-10,5.31
NH,2005-11,5.34
NH,2005-12,5.0
NH,2006-01,4.91
NH,2006-02,4.12
NH,2006-03,2.81
NH,2006-04,2.03
NH,2006-05,3.79
NH,2006-06,5.51
NH,2006-07,5.56
NH,2006-08,5.55
NH,2006-09,4.74
NH,2006-10,6.06
NH,2006-11,5.47
NH,2006-12,4.89
NH,2007-01,4.32
NH,2007-02,3.43
NH,2007-03,3.13
NH,2007-04,4.65
NH,2007-05,4.0
NH,2007-06,3.37
NH,2007-07,3.58
NH,2007-08,2.84
NH,2007-09,2.3
NH,2007-10,2.35
NH,2007-11,2.31
NH,2007-12,2.49
NH,2008-01,1.94
NH,2008-02,4.25
NH,2008-03,4.58
NH,2008-04,4.07
NH,2008-05,2.71
NH,2008-06,3.12
NH,2008-07,4.19
NH,2008-08,4.92
NH,2008-09,5.65
NH,2008-10,5.39
NH,2008-11,4.97
NH,2008-12,5.47
NH,2009-01,4.79
NH,2009-02,4.0
NH,2009-03,3.33
NH,2009-04,2.73
NH,2009-05,2.76
NH,2009-06,3.53
NH,2009-07,5.01
NH,2009-08,5.22
NH,2009-09,4.13
NH,2009-10,4.8
NH,2009-11,4.15
NH,2009-12,4.02
NH,2010-01,3.39
NH,2010-02,3.63
NH,2010-03,4.76
NH,2010-04,3.56
NH,2010-05,2.44
NH,2010-06,2.29
NH,2010-07,1.69
NH,2010-08,1.36
NH,2010-09,0.67
NH,2010-10,2.05
NH,2010-11,1.65
NH,2010-12,1.72
NH,2011-01,1.24
NH,2011-02,1.37
NH,2011-03,1.86
NH,2011-04,2.43
NH,2011-05,2.52
NH,2011-06,2.48
NH,2011-07,1.63
NH,2011-08,3.76
NH,2011-09,4.32
NH,2011-10,4.99
NH,2011-11,-0.44
NH,2011-12,-0.18
NH,2012-01,-0.21
NH,2012-02,-1.12
NH,2012-03,-1.99
NH,2012-04,-2.15
NH,2012-05,0.53
NH,2012-06,1.08
NH,2012-07,0.5
NH,2012-08,0.71
NH,2012-09,1.1
NH,2012-10,1.77
NH,2012-11,-1.28
NH,2012-12,0.71
NH,2013-01,-0.54
NH,2013-02,-0.41
NH,2013-03,-0.87
NH,2013-04,-1.41
NH,2013-05,0.53
NH,2013-06,1.72
NH,2013-07,2.29
NH,2013-08,2.05
NH,2013-09,2.45
NH,2013-10,1.51
NH,2013-11,1.34
NH,2013-12,1.19
NH,2014-01,1.12
NH,2014-02,1.38
NH,2014-03,1.54
NH,2014-04,1.06
NH,2014-05,1.18
NH,2014-06,1.01
NH,2014-07,2.37
NH,2014-08,2.27
NH,2014-09,1.34
NH,2014-10,1.83
NH,2014-11,1.37
NH,2014-12,1.96
NH,2015-01,0.01
NH,2015-02,-0.27
NH,2015-03,-1.03
NH,2015-04,-1.29
NH,2015-05,-2.15
NH,2015-06,1.28
NH,2015-07,1.11
NH,2015-08,0.87
NH,2015-09,1.15
NH,2015-10,1.39
NH,2015-11,-0.84
NH,2015-12,-0.15
NJ,1992-01,-2.32
NJ,1992-02,-2.59
NJ,1992-03,-2.38
NJ,1992-04,-2.84
NJ,1992-05,-2.68
NJ,1992-06,0.45
NJ,1992-07,0.68
NJ,1992-08,0.97
NJ,1992-09,1.11
NJ,1992-10,0.7
NJ,1992-11,1.07
NJ,1992-12,1.52
NJ,1993-01,1.03
NJ,1993-02,0.89
NJ,1993-03,2.02
NJ,1993-04,2.09
NJ,1993-05,-0.9
NJ,1993-06,-1.33
NJ,1993-07,-2.07
NJ,1993-08,-2.37
NJ,1993-09,0.37
NJ,1993-10,0.61
NJ,1993-11,0.31
NJ,1993-12,0.72
NJ,1994-01,1.42
NJ,1994-02,1.56
NJ,1994-03,2.63
NJ,1994-04,-0.51
NJ,1994-05,-0.5
NJ,1994-06,-0.69
NJ,1994-07,0.16
NJ,1994-08,0.66
NJ,1994-09,-0.13
NJ,1994-10,-0.85
NJ,1994-11,-1.0
NJ,1994-12,-1.31
NJ,1995-01,-1.29
NJ,1995-02,-1.41
NJ,1995-03,-2.14
NJ,1995-04,-2.62
NJ,1995-05,-2.39
NJ,1995-06,-2.78
NJ,1995-07,-2.7
NJ,1995-08,-3.51
NJ,1995-09,-0.04
NJ,1995-10,1.0
NJ,1995-11,1.53
NJ,1995-12,1.04
NJ,1996-01,1.82
NJ,1996-02,1.34
NJ,1996-03,1.45
NJ,1996-04,1.72
NJ,1996-05,1.52
NJ,1996-06,1.87
NJ,1996-07,2.76
NJ,1996-08,2.39
NJ,1996-09,2.79
NJ,1996-10,3.91
NJ,1996-11,3.35
NJ,1996-12,4.48
NJ,1997-01,3.96
NJ,1997-02,3.17
NJ,1997-03,3.07
NJ,1997-04,2.84
NJ,1997-05,2.42
NJ,1997-06,1.62
NJ,1997-07,1.65
NJ,1997-08,1.82
NJ,1997-09,1.24
NJ,1997-10,0.72
NJ,1997-11,0.73
